ax,ay,az,gx,gy,gz
-0.040701428222656245,0.97683427734375,10.517727893066406,-0.6272526807930765,-0.11790964794007493,0.6672220529761528
0.011971008300781249,1.0319009155273438,10.570400329589843,-0.053159265003491406,0.023848392069235495,-0.006128637068071691
0.031124621582031248,0.9792284790039062,10.47702646484375,-0.044099540641994124,0.024114854550456002,-0.0037304747370871167
0.05746083984375,0.9217676391601562,10.491391674804687,-0.040502297145517265,0.02011791733214838,-0.004929555902579405
0.009576806640625,0.9504980590820312,10.632649572753905,-0.03916998473941472,0.029444104174866172,0.0033307810152563544
0.031124621582031248,0.9337386474609375,10.491391674804687,-0.040768759626737774,0.02584686067838931,-0.002264931090374321
0.08140285644531249,1.0773907470703123,10.570400329589843,-0.04036906590490701,0.031042879062189218,-0.002398162330984575
0.00718260498046875,1.0869675537109373,10.51533369140625,-0.04689739669480947,0.0433001531983326,0.00013323124061025415
0.0526724365234375,0.9888052856445312,10.572794531249999,-0.0479632466196915,0.036505359927209644,0.00013323124061025415
0.02633621826171875,0.9935936889648437,10.532093103027343,-0.04783001537908124,0.036238897445989134,0.0006661562030512709
0.00718260498046875,0.9313444458007812,10.568006127929687,-0.05022817771006582,0.03397396635561481,-0.0021316998497640663
-0.011971008300781249,0.9983820922851562,10.565611926269531,-0.053159265003491406,0.03264165394951227,0.0006661562030512709
-0.047884033203124995,1.0103531005859374,10.613495959472656,-0.040768759626737774,0.026779479362661087,0.0006661562030512709
0.02633621826171875,0.9193734375,10.465055456542968,-0.04170137831100955,0.027978560528153375,-0.003464012255866608
-0.011971008300781249,1.0031704956054688,10.558429321289061,-0.03490658503988659,0.018385911204215073,-0.004663093421358896
0.05746083984375,1.0031704956054688,10.627861169433594,-0.045298621807486415,0.01971822361031762,0.000799387443661525
0.076614453125,0.9313444458007812,10.568006127929687,-0.04876263406335302,0.02105053601642016,-0.0033307810152563544
-0.0143652099609375,1.0103531005859374,10.59194814453125,-0.0415681470703993,0.02438131703167651,-0.0037304747370871167
0.009576806640625,1.005564697265625,10.520122094726561,-0.0479632466196915,0.027845329287543123,0.0003996937218307625
0.09816226806640624,0.93852705078125,10.651803186035156,-0.04729709041664023,0.04636447173236845,0.0011990811654922875
0.0,0.9816226806640624,10.632649572753905,-0.04596477801053769,0.035705972483548114,-0.004396630940138387
-0.05746083984375,1.01514150390625,10.579977136230468,-0.05062787143189658,0.0401026034236865,-0.0035972434964768626
-0.028730419921875,0.9720458740234375,10.577582934570312,-0.045165390566876164,0.0305099540997482,-0.0026646248122050836
0.0383072265625,0.9457096557617187,10.541669909667968,-0.045565084288706925,0.031575804024630234,-0.003863705977697371
0.0430956298828125,0.9624690673828125,10.682927807617187,-0.04703062793541972,0.03130934154340973,-0.007061255752343471
-0.031124621582031248,1.0534487304687499,10.606313354492187,-0.04743032165725048,0.02904441045303541,0.0
0.0718260498046875,0.9361328491210937,10.539275708007812,-0.046231240491758196,0.027978560528153375,-0.006661562030512709
0.02633621826171875,1.0007762939453124,10.558429321289061,-0.050361408950676076,0.03011026037791744,-0.005595712105630674
0.05985504150390625,0.9313444458007812,10.524910498046875,-0.04743032165725048,0.03130934154340973,-0.0035972434964768626
0.00718260498046875,1.0127473022460938,10.582371337890624,-0.049961715228845315,0.02624655440022007,-0.0009326186842717792
0.040701428222656245,1.0319009155273438,10.565611926269531,-0.0479632466196915,0.028911179212425153,-0.0037304747370871167
-0.0047884033203125,0.9648632690429687,10.539275708007812,-0.05022817771006582,0.03424042883683532,-0.0029310872934255917
0.09576806640624999,0.9840168823242187,10.568006127929687,-0.049428790266404295,0.03384073511500456,-0.007860643196004996
0.00718260498046875,1.0295067138671874,10.608707556152343,-0.05329249624410167,0.021583460978861175,-0.004130168458917879
0.06703764648437499,0.9337386474609375,10.563217724609375,-0.053026033762881154,0.03530627876171736,-0.006928024511733216
0.06703764648437499,0.97683427734375,10.579977136230468,-0.041301684589178794,0.018785604926045835,-0.005462480865020421
0.05027823486328125,1.0534487304687499,10.520122094726561,-0.046764165454199216,0.026379785640830326,-0.0031975497746461
0.0047884033203125,1.0175357055664063,10.589553942871094,-0.05342572748471192,0.03370750387439431,-0.00013323124061025415
0.028730419921875,0.928950244140625,10.54645831298828,-0.05076110267250683,0.03011026037791744,-0.0021316998497640663
-0.009576806640625,0.9504980590820312,10.587159741210938,-0.05062787143189658,0.03144257278401998,-0.0037304747370871167
0.10295067138671875,0.9457096557617187,10.572794531249999,-0.04849617158213252,0.0287779479718149,-0.005062787143189658
-0.00239420166015625,1.0462661254882812,10.560823522949217,-0.05156049011616837,0.032108728987071254,-0.003464012255866608
0.040701428222656245,0.9074024291992187,10.673351000976561,-0.05156049011616837,0.025447166956558548,-0.004396630940138387
0.086191259765625,0.9576806640625,10.532093103027343,-0.04836294034152226,0.02598009191899956,-0.005329249624410167
0.0,1.005564697265625,10.51533369140625,-0.045032159326265905,0.01971822361031762,-0.0026646248122050836
0.047884033203124995,0.967257470703125,10.601524951171875,-0.048229709100912004,0.03863705977697371,0.0018652373685435584
0.076614453125,0.9457096557617187,10.500968481445312,-0.0514272588755581,0.03397396635561481,-0.00479632466196915
-0.05746083984375,0.9624690673828125,10.620678564453124,-0.05049464019128633,0.023182235866184224,-0.0037304747370871167
0.076614453125,1.0007762939453124,10.594342346191405,-0.05529096485325548,0.037304747370871166,0.0018652373685435584
-0.00239420166015625,0.9361328491210937,10.589553942871094,-0.045165390566876164,0.035705972483548114,0.0002664624812205083
0.03591302490234375,0.9744400756835937,10.587159741210938,-0.04809647786030175,0.03424042883683532,-0.0010658499248820332
0.00718260498046875,0.9983820922851562,10.582371337890624,-0.04876263406335302,0.025180704475338038,-0.0035972434964768626
0.06943184814453125,0.9600748657226562,10.572794531249999,-0.04916232778518379,0.027712098046932865,-0.002264931090374321
0.05027823486328125,0.9959878906249999,10.582371337890624,-0.04769678413847099,0.029177641693645662,-0.0058621745868511835
0.12449848632812499,0.9648632690429687,10.505756884765624,-0.04250076575467108,0.03477335379927634,-0.0031975497746461
0.04548983154296875,0.9935936889648437,10.59194814453125,-0.04769678413847099,0.02904441045303541,0.0019984686091538122
0.06464344482421874,0.9552864624023437,10.637437976074217,-0.04929555902579404,0.044099540641994124,-0.001732006127933304
-0.00239420166015625,0.9361328491210937,10.510545288085936,-0.048229709100912004,0.036238897445989134,-0.0037304747370871167
